fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,alcohol,quality
8.97,0.846,0.41,0.9,0.141,10.9,5
6.07,0.746,0.42,2.7,0.029,11.3,6
9.35,0.519,0.33,0.9,0.112,9.7,7
8.33,0.432,0.03,3.8,0.143,11.0,5
7.39,0.651,0.25,2.8,0.012,10.1,5
8.15,0.381,0.23,1.2,0.159,10.0,3
10.11,0.575,0.16,0.9,0.131,10.3,4
8.6,0.402,0.46,2.1,0.068,13.0,8
9.1,0.463,0.41,9.8,0.111,10.2,6
8.65,0.461,0.21,15.5,0.126,10.5,5
10.97,0.186,0.12,6.2,0.124,10.4,8
8.13,0.185,0.19,4.8,0.092,10.3,7
7.46,0.546,0.27,1.5,0.11,10.3,6
6.1,0.693,0.42,1.5,0.02,11.4,5
7.72,0.527,0.03,1.4,0.098,9.3,5
8.66,0.515,0.36,6.3,0.185,10.6,6
7.62,0.721,0.0,2.5,0.141,10.4,3
7.85,0.654,0.38,0.9,0.013,10.2,6
9.06,0.549,0.52,6.9,0.069,10.0,7
9.2,0.615,0.13,0.9,0.012,9.9,5
8.41,0.239,0.32,4.4,0.148,10.7,6
8.61,0.779,0.35,0.9,0.163,10.6,4
7.65,0.474,0.5,11.5,0.125,10.9,7
7.25,0.57,0.33,7.6,0.132,11.6,5
14.07,0.619,0.59,0.9,0.12,10.7,5
9.08,0.678,0.34,1.4,0.095,11.8,6
7.73,0.68,0.36,1.3,0.064,10.2,6
10.95,0.633,0.17,12.4,0.149,10.0,4
10.8,0.765,0.64,2.0,0.164,10.8,6
7.35,0.12,0.76,2.3,0.076,12.7,9
6.99,0.613,0.38,15.5,0.089,11.6,8
8.13,0.736,0.46,1.6,0.123,12.1,6
10.53,0.43,0.0,6.6,0.118,8.4,5
9.39,0.46,0.61,2.1,0.018,11.7,8
8.32,0.451,0.35,2.4,0.084,11.4,7
8.28,0.639,0.03,2.1,0.056,8.4,5
7.46,0.655,0.08,1.1,0.06,10.7,6
8.46,0.596,0.7,1.1,0.102,8.8,6
7.65,0.633,0.42,3.3,0.085,8.4,5
7.96,0.645,0.31,2.6,0.088,10.9,6
7.69,0.496,0.25,1.2,0.074,10.2,6
12.3,0.622,0.04,1.4,0.08,10.8,6
11.03,0.537,0.45,0.9,0.122,12.0,6
9.44,0.413,0.47,2.4,0.11,10.7,7
9.42,0.346,0.56,5.0,0.047,11.3,8
9.17,0.498,0.3,3.8,0.137,11.2,7
9.61,0.297,0.17,0.9,0.012,9.4,5
8.06,0.55,0.14,7.6,0.052,11.2,6
7.02,0.706,0.5,5.9,0.098,9.9,6
8.76,0.44,0.24,2.4,0.036,9.5,6
9.83,0.264,0.27,3.1,0.046,11.7,7
8.79,0.307,0.01,7.0,0.012,11.2,9
7.72,0.588,0.31,1.5,0.067,10.5,6
5.27,0.469,0.52,1.1,0.016,13.0,9
9.79,0.336,0.38,3.5,0.071,11.9,9
7.04,0.891,0.46,15.5,0.142,9.9,5
6.67,0.426,0.36,3.0,0.075,11.0,7
9.06,0.295,0.54,4.0,0.088,10.1,7
6.58,0.388,0.48,2.6,0.126,10.7,6
5.47,0.612,0.84,3.9,0.142,9.4,6
10.81,0.521,0.34,0.9,0.034,10.5,6
7.76,0.969,0.29,0.9,0.095,9.6,3
9.27,0.486,0.04,5.9,0.091,9.9,6
10.0,0.45,0.0,0.9,0.092,11.1,7
10.33,0.707,0.16,2.8,0.144,11.6,5
8.86,0.338,0.6,3.7,0.15,8.5,6
11.37,0.694,0.47,2.9,0.115,9.9,6
5.51,0.549,0.29,0.9,0.107,11.0,6
11.86,0.189,0.45,4.1,0.125,10.8,8
8.32,0.464,0.33,0.9,0.107,10.7,6
6.23,0.281,0.45,1.6,0.141,9.5,5
9.5,0.671,0.63,1.2,0.046,9.9,6
8.41,0.934,0.16,1.1,0.175,9.2,5
7.49,0.722,0.0,0.9,0.133,10.7,4
5.4,0.339,0.0,2.7,0.03,10.7,5
6.29,0.647,0.05,4.6,0.125,11.8,5
10.18,0.681,0.37,3.0,0.054,11.4,7
6.82,0.809,0.0,6.4,0.138,11.2,5
7.95,0.516,0.45,0.9,0.15,11.5,6
8.15,0.765,0.01,15.5,0.102,9.4,4
6.42,0.579,0.23,0.9,0.019,10.7,6
8.84,0.574,0.41,2.0,0.103,9.3,5
8.58,0.655,0.45,2.2,0.129,8.6,4
8.4,0.618,0.34,0.9,0.124,9.1,5
9.24,0.524,0.05,0.9,0.056,12.3,7
10.45,0.416,0.0,7.2,0.102,8.8,5
5.99,0.702,0.11,0.9,0.09,14.1,4
10.22,0.395,0.65,1.0,0.113,10.0,6
8.28,0.576,0.06,2.0,0.021,10.6,5
7.54,0.814,0.0,2.0,0.116,8.4,4
7.66,0.484,0.31,3.1,0.012,11.3,7
10.15,0.139,0.63,3.6,0.2,9.7,5
10.24,0.704,0.45,0.9,0.155,10.4,6
6.86,0.321,0.13,1.9,0.097,10.8,6
10.02,0.449,0.29,0.9,0.123,9.3,5
6.54,0.567,0.36,13.6,0.112,12.0,6
8.18,0.281,0.23,2.4,0.05,10.1,8
5.31,0.729,0.13,14.3,0.061,9.4,5
8.09,0.375,0.11,1.7,0.109,9.7,5
6.16,0.446,0.24,1.0,0.057,10.6,6
11.76,0.679,0.12,15.0,0.077,11.4,6
10.4,0.793,0.28,1.4,0.087,10.0,5
9.19,0.545,0.23,1.1,0.081,9.7,6
9.88,0.407,0.16,1.8,0.089,10.1,7
11.65,0.569,0.03,2.9,0.073,8.8,5
10.14,0.539,0.1,1.1,0.056,10.0,6
7.66,0.347,0.0,10.1,0.077,10.0,7
5.47,0.56,0.46,1.0,0.058,10.8,6
9.59,0.214,0.63,1.6,0.127,9.2,6
10.48,0.381,0.54,0.9,0.189,11.6,6
9.48,0.623,0.5,7.3,0.091,12.3,7
10.13,0.338,0.14,0.9,0.15,8.7,6
7.78,0.458,0.35,1.8,0.192,10.3,4
8.47,0.868,0.07,7.4,0.04,9.1,5
7.08,0.628,0.24,0.9,0.074,9.0,6
7.63,0.693,0.01,6.7,0.161,9.7,4
10.0,0.641,0.33,0.9,0.021,11.7,6
9.78,0.553,0.29,0.9,0.089,10.6,6
5.62,0.49,0.25,1.7,0.103,11.1,5
5.75,0.487,0.01,15.5,0.015,10.4,6
8.66,0.403,0.07,15.5,0.143,9.4,4
8.97,0.526,0.39,4.2,0.082,9.9,7
6.01,0.553,0.37,8.9,0.099,11.3,7
8.79,0.577,0.14,15.5,0.087,9.3,6
6.07,0.376,0.43,3.0,0.175,13.1,6
9.71,0.272,0.19,7.4,0.104,10.7,8
10.38,0.468,0.4,7.7,0.089,9.7,6
10.02,0.467,0.46,1.5,0.077,10.5,6
6.7,0.586,0.54,2.9,0.115,11.2,5
6.89,0.487,0.36,15.5,0.132,11.6,5
10.21,0.858,0.06,2.3,0.148,9.8,4
9.59,0.538,0.63,0.9,0.014,9.1,6
6.51,0.536,0.41,15.5,0.209,9.9,5
7.14,0.648,0.33,3.9,0.077,11.0,6
7.44,0.693,0.39,3.6,0.153,11.0,5
6.88,0.529,0.08,1.6,0.116,9.8,5
8.23,0.333,0.16,10.8,0.046,10.0,7
6.72,0.514,0.0,0.9,0.012,10.1,6
7.93,0.347,0.22,3.9,0.064,13.6,9
5.46,0.501,0.3,2.2,0.114,10.6,5
9.54,0.461,0.29,1.5,0.05,9.6,8
11.34,0.547,0.45,0.9,0.215,12.2,3
10.69,0.516,0.3,1.4,0.096,11.1,5
7.26,0.554,0.48,5.4,0.081,9.6,4
8.09,0.904,0.26,0.9,0.067,10.5,6
9.62,0.898,0.29,4.0,0.082,10.7,5
7.36,0.279,0.53,3.5,0.18,12.7,7
8.33,0.447,0.27,6.0,0.028,9.0,8
6.55,0.573,0.13,0.9,0.039,10.8,6
8.1,0.265,0.14,0.9,0.032,10.1,6
8.89,0.349,0.32,2.0,0.021,10.5,8
8.58,0.588,0.38,0.9,0.054,9.4,6
9.32,0.538,0.42,0.9,0.064,11.4,8
9.39,0.623,0.0,3.9,0.174,11.0,4
8.59,0.283,0.23,9.9,0.07,9.5,6
10.98,0.695,0.35,7.8,0.074,10.6,5
9.5,0.364,0.0,3.1,0.097,10.4,5
7.82,0.364,0.4,0.9,0.134,9.4,4
7.37,0.819,0.47,0.9,0.101,11.9,5
6.26,0.765,0.12,0.9,0.148,10.7,3
8.38,0.649,0.19,15.5,0.032,8.4,5
11.39,0.641,0.0,0.9,0.098,10.5,7
9.64,0.262,0.49,1.0,0.072,11.1,6
13.11,0.519,0.2,2.9,0.136,8.6,5
8.62,0.558,0.26,3.0,0.082,9.4,5
8.82,0.879,0.19,3.8,0.195,8.5,3
6.36,0.785,0.49,1.8,0.078,10.8,5
7.51,0.499,0.06,2.1,0.095,12.1,6
5.27,0.355,0.25,0.9,0.039,14.2,8
9.97,0.379,0.5,3.6,0.111,9.4,6
8.4,0.583,0.25,0.9,0.069,9.9,5
6.13,0.546,0.19,0.9,0.082,8.9,3
8.22,0.421,0.09,5.9,0.092,12.4,5
7.73,0.525,0.45,0.9,0.162,11.7,5
9.29,0.458,0.34,2.0,0.012,9.1,7
11.64,0.247,0.25,4.1,0.047,11.2,8
7.13,0.67,0.25,0.9,0.08,11.1,5
8.05,0.342,0.0,0.9,0.148,8.4,3
6.97,0.658,0.2,15.5,0.062,12.2,7
9.64,0.401,0.25,6.2,0.18,11.0,5
6.43,0.667,0.21,0.9,0.038,9.9,6
7.97,0.528,0.0,1.3,0.058,10.5,7
11.22,0.684,0.41,1.6,0.047,11.2,8
10.38,0.849,0.4,5.2,0.052,9.6,5
7.07,0.78,0.37,2.5,0.111,9.8,4
8.57,0.474,0.39,1.1,0.047,10.5,6
8.35,0.416,0.28,2.2,0.103,9.6,5
9.35,0.458,0.32,0.9,0.035,9.6,7
12.33,0.678,0.55,1.6,0.097,10.3,6
8.58,0.948,0.18,1.2,0.163,9.9,3
5.79,1.047,0.38,4.8,0.114,9.3,5
9.25,0.522,0.4,1.9,0.045,10.9,7
4.96,0.348,0.0,0.9,0.098,11.5,5
7.15,0.504,0.47,9.9,0.012,9.9,6
6.43,0.482,0.32,2.4,0.023,13.2,8
9.09,0.536,0.48,1.1,0.137,11.9,5
8.48,0.387,0.42,3.2,0.128,10.7,7
7.68,0.302,0.29,3.7,0.049,8.8,7
10.15,0.75,0.32,13.0,0.068,13.2,7
8.87,0.688,0.27,3.3,0.066,8.9,5
8.9,0.395,0.46,1.0,0.063,11.1,6
7.01,0.543,0.0,0.9,0.057,10.6,5
6.64,0.708,0.24,0.9,0.04,10.8,4
9.37,0.488,0.4,1.1,0.091,10.7,6
6.05,0.629,0.01,3.0,0.088,8.4,5
10.82,0.598,0.36,1.7,0.058,11.4,7
7.84,0.802,0.49,0.9,0.029,8.6,6
8.79,0.551,0.12,5.2,0.119,10.9,6
8.1,0.433,0.43,1.6,0.117,9.6,4
8.73,0.516,0.17,2.1,0.118,13.7,7
7.97,0.563,0.03,0.9,0.026,9.8,6
7.68,0.355,0.35,3.9,0.047,9.0,6
8.14,0.409,0.01,1.6,0.101,12.2,6
8.72,0.482,0.32,5.7,0.107,10.8,6
6.59,0.426,0.26,3.1,0.152,9.1,4
7.08,0.589,0.46,0.9,0.098,8.7,6
5.46,0.602,0.58,1.1,0.081,11.6,6
7.26,0.5,0.13,4.4,0.06,9.0,6
9.67,0.629,0.0,9.0,0.097,10.8,6
7.25,0.683,0.21,3.3,0.058,10.3,4
6.5,0.772,0.45,1.1,0.091,9.6,5
7.22,0.695,0.0,0.9,0.021,9.2,5
7.29,0.249,0.48,5.2,0.012,11.9,9
8.76,0.586,0.13,12.0,0.092,10.1,7
9.57,0.176,0.2,3.5,0.094,12.3,7
6.41,0.589,0.29,1.7,0.091,10.1,5
7.27,0.2,0.31,5.0,0.179,10.0,5
10.35,0.845,0.29,1.7,0.072,8.4,5
12.53,0.785,0.36,7.9,0.109,11.2,6
5.91,0.244,0.69,2.8,0.095,9.4,8
7.77,0.722,0.02,1.6,0.153,10.6,5
8.39,0.567,0.15,2.3,0.054,10.4,6
7.36,0.657,0.45,15.5,0.111,12.1,8
9.48,0.491,0.43,15.5,0.071,10.2,6
10.38,0.741,0.39,9.3,0.074,10.0,6
10.53,0.884,0.0,0.9,0.138,10.4,4
9.28,0.873,0.0,2.0,0.125,12.0,5
8.65,0.539,0.22,2.6,0.012,9.3,6
10.03,0.768,0.48,0.9,0.171,13.1,6
4.6,0.705,0.0,2.2,0.157,12.2,3
7.74,0.565,0.43,0.9,0.157,9.5,6
6.91,0.48,0.37,0.9,0.13,9.9,5
7.06,0.301,0.19,2.2,0.151,11.8,6
8.31,0.444,0.14,15.5,0.131,11.5,6
7.27,0.447,0.41,2.3,0.115,11.1,6
11.54,0.727,0.52,2.2,0.012,10.2,6
8.12,0.462,0.47,2.3,0.062,11.1,5
7.09,0.31,0.45,2.4,0.034,9.8,7
8.6,0.646,0.17,0.9,0.034,10.1,6
7.99,0.372,0.0,15.1,0.031,11.1,7
12.84,0.849,0.2,7.4,0.119,12.4,7
9.32,0.304,0.37,0.9,0.066,11.8,7
6.09,0.647,0.33,4.8,0.119,9.9,5
5.85,0.395,0.11,2.7,0.131,12.2,5
9.54,0.438,0.13,6.5,0.09,8.4,6
7.1,0.621,0.63,0.9,0.015,11.4,6
8.35,0.633,0.54,2.9,0.051,11.3,6
7.81,0.523,0.43,1.2,0.084,12.2,6
8.86,0.366,0.3,5.7,0.076,10.0,6
7.77,0.491,0.24,3.1,0.084,8.8,5
6.94,0.382,0.3,6.3,0.094,12.2,6
8.94,0.584,0.58,1.7,0.07,11.9,7
7.25,0.5,0.23,0.9,0.038,12.0,6
4.6,0.715,0.22,11.9,0.083,11.0,6
8.38,0.46,0.6,4.6,0.075,11.7,8
8.64,0.696,0.46,0.9,0.039,12.9,7
9.75,0.517,0.4,5.8,0.111,10.3,7
9.89,0.734,0.2,1.7,0.137,9.0,4
11.78,0.738,0.35,1.5,0.077,8.4,6
6.43,0.375,0.14,0.9,0.027,11.8,7
9.46,0.571,0.23,6.3,0.146,11.2,5
6.87,0.12,0.58,6.7,0.012,10.3,8
5.96,0.736,0.46,2.3,0.072,9.8,5
6.48,0.576,0.3,1.7,0.056,11.1,6
7.45,0.51,0.5,1.0,0.05,11.8,6
9.64,0.633,0.18,0.9,0.154,9.4,4
9.48,0.333,0.56,9.2,0.04,10.2,8
9.86,0.92,0.37,1.0,0.028,12.3,6
10.42,0.822,0.38,7.7,0.104,12.8,6
9.55,0.513,0.11,3.8,0.076,9.9,5
4.72,0.681,0.0,0.9,0.051,10.0,5
11.65,0.738,0.01,1.3,0.149,8.7,4
7.54,0.671,0.0,1.0,0.217,10.3,3
6.91,0.394,0.0,0.9,0.014,11.3,6
8.63,0.367,0.06,5.3,0.063,9.6,7
4.65,0.12,0.29,0.9,0.088,9.8,5
8.31,0.442,0.62,3.6,0.085,12.1,7
9.37,0.681,0.36,1.9,0.17,8.5,4
6.65,0.571,0.49,0.9,0.082,9.7,5
8.93,0.568,0.35,2.9,0.112,9.4,7
6.72,0.258,0.28,0.9,0.078,11.1,6
7.38,0.29,0.22,15.5,0.241,9.1,4
12.29,0.292,0.5,2.2,0.137,10.3,7
7.61,0.503,0.41,1.7,0.161,10.5,5
6.96,0.54,0.21,3.6,0.034,10.3,7
7.6,0.649,0.47,0.9,0.151,8.8,5
7.47,0.385,0.19,0.9,0.025,11.9,6
7.62,0.82,0.27,1.5,0.064,10.2,5
8.15,0.638,0.22,1.1,0.145,12.1,4
5.81,0.684,0.23,15.5,0.088,9.8,6
6.77,0.453,0.23,0.9,0.195,11.3,3
8.83,0.447,0.43,4.3,0.062,11.0,6
6.62,0.652,0.22,1.1,0.115,11.3,5
8.51,0.306,0.55,7.0,0.094,9.7,7
8.79,0.669,0.06,0.9,0.039,9.1,6
8.24,0.517,0.52,3.0,0.049,8.8,7
9.88,0.56,0.45,2.8,0.097,9.4,6
6.76,0.727,0.25,4.1,0.09,10.6,4
6.53,0.758,0.48,8.6,0.057,11.8,5
12.51,0.541,0.42,0.9,0.075,9.9,5
8.75,1.017,0.13,0.9,0.012,10.8,5
9.44,0.535,0.38,3.6,0.062,9.7,6
9.23,0.265,0.36,3.2,0.12,11.9,7
6.4,0.472,0.01,0.9,0.183,10.8,4
6.47,0.557,0.0,1.3,0.075,9.9,6
7.15,0.514,0.19,0.9,0.109,8.4,4
10.58,0.532,0.57,4.7,0.044,9.6,6
10.44,0.345,0.21,0.9,0.14,9.2,4
8.66,0.577,0.13,4.5,0.055,10.3,5
6.29,0.859,0.24,1.5,0.081,10.9,5
7.6,0.123,0.38,8.1,0.146,10.4,7
6.16,0.487,0.13,1.1,0.121,9.6,5
8.16,0.954,0.58,10.4,0.057,10.8,5
5.98,0.588,0.45,4.2,0.183,11.4,5
10.25,0.398,0.46,0.9,0.068,11.3,7
6.67,0.317,0.71,1.7,0.055,10.4,7
9.32,0.366,0.16,0.9,0.093,9.7,6
6.78,0.46,0.28,4.0,0.069,10.4,6
7.35,0.607,0.1,2.5,0.145,11.3,4
8.31,0.367,0.31,15.5,0.172,10.2,6
6.9,0.669,0.11,0.9,0.14,10.7,5
11.79,0.528,0.24,2.5,0.134,9.5,4
5.14,0.992,0.18,15.1,0.083,12.5,6
5.45,0.677,0.01,3.2,0.067,10.3,6
8.77,0.782,0.39,0.9,0.047,9.5,5
8.72,0.674,0.0,9.2,0.041,12.0,6
6.46,0.528,0.1,1.7,0.082,10.7,5
9.33,0.321,0.27,1.3,0.134,10.9,5
6.54,0.194,0.19,0.9,0.076,11.5,6
10.73,0.852,0.58,3.8,0.089,10.3,5
10.08,0.304,0.46,3.7,0.091,8.4,3
9.5,0.262,0.27,1.4,0.103,10.9,7
8.13,0.526,0.18,2.0,0.033,10.1,6
11.77,0.675,0.11,7.5,0.134,9.2,5
7.73,0.581,0.0,2.2,0.123,10.6,5
10.06,0.907,0.58,3.3,0.021,9.3,6
6.25,0.695,0.13,9.4,0.182,9.9,3
7.33,0.505,0.27,8.3,0.095,11.6,6
7.4,0.492,0.13,3.4,0.091,9.4,5
10.29,0.73,0.44,4.2,0.119,9.5,6
8.53,0.531,0.29,1.1,0.091,10.6,5
9.23,0.344,0.31,1.3,0.109,9.8,5
9.44,0.448,0.2,1.0,0.102,11.0,5
10.45,0.465,0.0,3.4,0.153,9.8,4
7.97,0.581,0.27,0.9,0.03,11.4,6
8.53,0.562,0.19,1.0,0.074,11.4,5
9.12,0.707,0.36,0.9,0.133,9.8,5
6.61,0.394,0.28,4.7,0.061,10.8,7
9.98,0.312,0.23,15.4,0.074,9.9,5
9.21,0.332,0.18,2.3,0.062,9.5,5
9.28,0.523,0.28,1.2,0.112,8.4,4
9.5,0.233,0.27,0.9,0.109,12.4,5
7.25,0.194,0.22,1.0,0.02,10.6,7
6.54,0.699,0.31,1.7,0.042,10.8,6
5.61,0.675,0.27,9.1,0.135,10.3,5
8.9,0.487,0.25,4.6,0.13,9.9,5
10.29,0.447,0.23,0.9,0.012,11.2,8
7.57,0.679,0.23,3.2,0.081,9.9,6
9.39,0.515,0.38,1.0,0.096,10.9,4
10.18,0.45,0.63,8.3,0.012,12.2,8
8.64,0.515,0.19,1.9,0.108,8.4,6
7.39,0.629,0.4,8.7,0.012,10.1,5
8.06,0.729,0.4,0.9,0.111,9.9,5
8.5,0.404,0.18,5.2,0.065,9.6,7
7.66,1.16,0.11,2.6,0.095,9.2,3
7.53,0.53,0.0,12.3,0.08,9.5,6
7.68,0.367,0.26,0.9,0.087,8.4,5
8.05,1.09,0.6,15.5,0.02,9.6,7
8.21,0.686,0.48,3.2,0.022,12.5,8
7.83,0.713,0.39,6.2,0.063,11.5,7
7.33,0.614,0.25,3.8,0.105,8.6,5
11.42,0.12,0.19,14.0,0.137,11.2,6
7.06,0.366,0.07,0.9,0.046,10.4,7
8.54,0.631,0.33,0.9,0.19,9.5,3
10.91,0.59,0.4,5.5,0.023,10.6,6
7.76,0.413,0.26,1.9,0.092,9.0,6
5.81,0.47,0.23,0.9,0.109,10.2,5
7.37,0.586,0.08,3.7,0.118,8.4,5
7.14,0.488,0.0,5.6,0.067,9.3,6
11.02,0.814,0.35,3.2,0.189,8.4,3
4.82,0.572,0.27,1.1,0.178,10.7,3
6.8,0.474,0.71,2.0,0.065,9.6,7
9.69,0.445,0.22,3.5,0.096,11.2,5
7.81,0.322,0.21,0.9,0.084,9.8,7
7.21,0.164,0.02,0.9,0.014,9.5,6
6.26,0.574,0.36,4.8,0.078,9.3,5
7.41,0.762,0.17,3.1,0.063,10.6,6
8.83,0.563,0.32,1.3,0.156,9.9,4
9.84,0.592,0.42,7.9,0.035,10.4,8
9.88,0.651,0.13,15.5,0.012,11.7,6
9.87,0.545,0.46,0.9,0.057,10.2,6
7.66,0.976,0.14,7.8,0.019,10.2,7
10.32,0.413,0.47,15.5,0.046,8.6,7
7.7,0.625,0.34,2.2,0.122,10.7,7
8.01,0.848,0.5,4.4,0.012,12.7,9
8.76,0.369,0.24,3.4,0.202,9.5,5
9.3,0.266,0.37,2.4,0.116,9.7,5
8.68,0.264,0.38,13.5,0.157,12.8,8
6.16,0.545,0.25,7.0,0.159,10.7,6
9.07,0.427,0.42,5.6,0.108,10.2,7
8.58,0.677,0.3,12.6,0.15,10.2,6
10.54,0.549,0.07,0.9,0.087,9.5,6
11.2,0.547,0.39,12.8,0.179,10.4,4
9.71,0.356,0.12,1.3,0.079,12.0,7
8.65,0.409,0.24,8.4,0.075,11.3,7
7.53,0.503,0.69,0.9,0.094,9.7,5
6.88,1.008,0.29,0.9,0.07,10.6,5
6.33,0.723,0.03,2.1,0.11,12.0,5
9.34,0.63,0.5,0.9,0.012,11.4,7
10.43,0.631,0.1,11.6,0.119,9.8,6
8.82,0.569,0.22,1.9,0.09,10.0,4
9.24,0.45,0.31,0.9,0.132,10.5,6
5.81,0.376,0.44,0.9,0.012,10.4,7
4.98,0.437,0.17,0.9,0.101,10.5,6
6.24,0.558,0.38,4.2,0.131,9.4,5
9.25,0.615,0.38,3.0,0.013,11.1,7
6.91,0.691,0.2,1.2,0.03,11.7,7
8.26,0.443,0.25,12.2,0.012,10.6,7
5.58,0.462,0.07,1.8,0.037,9.6,5
7.93,0.426,0.09,0.9,0.233,10.9,3
8.52,0.592,0.47,10.7,0.043,9.8,6
8.64,0.642,0.15,15.5,0.097,10.1,6
9.43,0.729,0.24,0.9,0.041,10.0,6
12.39,0.411,0.32,0.9,0.107,9.4,6
9.28,0.563,0.27,2.2,0.14,11.0,6
7.14,0.362,0.11,8.9,0.012,10.2,6
5.11,0.342,0.0,2.1,0.125,10.8,4
8.92,0.422,0.19,1.5,0.023,10.1,6
9.57,0.57,0.19,15.5,0.076,10.3,8
6.94,0.752,0.05,0.9,0.149,11.6,3
8.56,0.959,0.23,10.9,0.116,11.0,5
7.33,0.481,0.33,5.6,0.012,11.5,7
7.88,0.581,0.18,2.4,0.041,9.9,5
8.94,0.564,0.45,3.0,0.12,9.9,5
7.56,0.605,0.11,3.3,0.124,11.2,4
10.51,0.372,0.46,1.5,0.02,9.6,6
6.29,0.593,0.91,3.2,0.124,9.4,6
10.28,0.693,0.19,9.5,0.104,10.2,6
9.01,0.38,0.3,2.3,0.065,10.1,6
6.76,0.435,0.48,2.6,0.106,11.6,4
9.25,0.306,0.63,1.8,0.078,9.8,6
7.56,0.3,0.53,1.0,0.098,8.9,7
6.75,0.619,0.67,4.4,0.077,12.9,8
4.6,0.64,0.24,10.2,0.031,11.3,7
9.49,0.504,0.07,1.1,0.026,10.2,6
8.79,0.854,0.33,0.9,0.149,10.4,3
8.87,0.403,0.47,1.9,0.063,11.4,6
8.5,0.567,0.01,1.8,0.012,12.4,6
8.52,0.728,0.12,2.9,0.07,10.5,4
11.81,0.353,0.0,3.1,0.083,9.7,6
7.07,0.328,0.17,15.5,0.032,11.7,8
6.58,0.665,0.0,15.5,0.062,8.4,7
8.47,0.417,0.39,6.6,0.074,10.6,6
6.38,0.482,0.17,1.2,0.064,10.2,8
10.31,0.68,0.38,2.0,0.077,10.8,5
9.99,0.702,0.0,0.9,0.085,11.6,4
8.19,0.659,0.41,2.5,0.124,9.7,4
6.85,0.729,0.26,6.1,0.037,9.5,7
9.21,0.163,0.16,1.8,0.072,9.8,6
6.96,0.465,0.0,1.1,0.06,10.0,4
9.44,0.324,0.45,4.2,0.095,11.5,7
9.01,0.671,0.18,0.9,0.059,10.2,7
8.49,0.548,0.21,0.9,0.059,11.3,6
8.88,0.625,0.08,0.9,0.121,9.8,5
6.6,0.863,0.39,1.9,0.142,10.1,4
9.85,0.489,0.39,6.6,0.046,10.1,7
8.29,0.712,0.04,2.2,0.032,9.3,5
8.63,0.419,0.0,0.9,0.035,10.5,5
7.93,0.536,0.87,3.3,0.064,10.8,8
5.82,0.743,0.0,0.9,0.095,8.4,3
6.16,0.375,0.19,2.0,0.074,8.7,6
5.45,0.577,0.3,3.2,0.097,10.7,5
10.77,0.445,0.27,15.5,0.09,10.5,8
9.68,0.647,0.54,0.9,0.048,11.1,6
9.61,0.494,0.07,4.6,0.076,12.0,7
12.46,0.63,0.35,2.4,0.157,9.5,5
8.92,0.726,0.43,1.3,0.084,8.7,4
9.3,0.304,0.29,0.9,0.041,11.4,8
7.31,0.833,0.35,8.3,0.093,8.6,6
7.34,0.675,0.33,8.5,0.115,11.8,6
6.86,0.783,0.21,10.7,0.033,10.7,6
9.56,0.466,0.48,15.5,0.087,9.5,6
6.23,0.521,0.41,1.1,0.098,10.9,5
9.19,0.359,0.3,1.2,0.071,9.3,6
7.88,0.688,0.38,2.6,0.092,10.6,5
7.67,0.521,0.0,3.3,0.128,8.4,5
6.19,0.426,0.38,5.1,0.181,10.3,4
11.38,0.128,0.01,0.9,0.099,9.2,5
8.24,0.426,0.13,4.2,0.145,10.6,5
6.77,0.732,0.35,1.2,0.059,10.5,6
7.95,0.681,0.28,1.0,0.069,9.7,6
6.73,0.647,0.1,9.1,0.122,9.7,5
8.19,0.443,0.31,1.0,0.035,9.5,7
6.52,0.529,0.19,1.2,0.076,11.7,5
8.24,0.358,0.26,2.3,0.055,11.3,6
9.02,0.555,0.12,3.7,0.133,10.3,4
8.71,0.355,0.27,2.6,0.056,10.0,7
6.74,0.439,0.27,0.9,0.087,10.1,7
7.94,0.963,0.29,0.9,0.062,9.8,5
7.85,0.792,0.5,1.2,0.087,11.2,6
7.08,1.017,0.04,1.3,0.014,10.4,5
8.28,0.531,0.5,15.5,0.046,10.9,8
7.12,0.385,0.37,2.2,0.047,9.7,6
10.94,0.489,0.56,0.9,0.037,10.7,8
5.84,0.517,0.15,0.9,0.125,9.3,3
6.11,0.747,0.38,1.5,0.097,11.3,5
9.91,0.449,0.53,3.8,0.047,11.3,8
7.32,0.424,0.31,7.1,0.108,8.4,5
9.34,0.688,0.46,7.9,0.173,10.2,4
8.69,0.134,0.16,1.3,0.066,10.3,6
7.6,0.811,0.33,15.5,0.15,10.3,5
8.96,0.498,0.19,0.9,0.115,9.5,5
10.93,0.51,0.11,0.9,0.072,10.8,7
13.69,0.632,0.29,15.5,0.015,10.1,8
7.2,0.18,0.27,1.0,0.097,10.0,6
8.69,0.409,0.67,4.3,0.022,10.1,7
7.14,0.548,0.15,0.9,0.124,8.6,4
9.86,0.569,0.54,0.9,0.101,10.9,7
6.27,0.376,0.13,13.0,0.135,10.1,5
7.09,0.476,0.23,0.9,0.089,9.3,4
6.48,0.472,0.6,0.9,0.012,10.5,7
7.82,0.498,0.0,3.6,0.175,10.2,4
5.94,0.485,0.54,0.9,0.073,12.3,7
8.54,0.563,0.41,15.5,0.116,10.9,7
7.79,0.316,0.41,2.3,0.12,9.7,4
7.64,0.265,0.25,3.0,0.07,8.4,6
