income,credit_score,age,loan_amount,approved
20000,566,53,124690,0
37386,776,31,83385,0
110326,626,45,371291,0
32249,850,29,173809,0
70850,516,32,320761,0
20000,529,42,97915,0
64904,606,18,348939,0
20000,536,65,91501,0
20000,677,42,52132,0
151017,673,51,561359,0
30844,739,18,84452,0
174289,538,26,602600,0
48468,607,23,120713,0
40968,839,53,91683,0
20000,704,29,95231,0
46493,783,47,112394,0
227071,780,41,1000000,0
55125,666,38,315571,1
166427,720,54,523228,0
78981,785,31,228220,0
49053,768,39,224250,0
20000,554,32,42143,0
20000,569,30,127757,0
31466,623,38,103908,0
87692,693,28,279730,0
35281,695,54,180557,0
88244,675,31,396693,0
20000,699,49,31458,1
71210,726,31,402333,0
26172,784,35,159314,0
25340,700,53,166497,0
51155,646,45,262655,0
20000,625,39,45357,0
20000,616,28,51027,0
295314,662,45,692575,0
36348,743,28,147411,0
119208,646,54,336768,0
20000,768,41,89905,0
20000,632,66,96816,0
39885,634,26,121265,0
21159,530,32,86000,0
40395,584,42,182431,0
69258,615,39,168476,0
172072,571,53,1000000,0
31581,695,33,157837,0
76670,682,62,368990,0
44088,606,26,269837,0
27234,604,71,61146,0
20892,722,30,91707,0
43008,699,43,106934,0
21464,682,54,54940,1
32891,646,47,174092,0
43521,767,41,303870,0
20000,630,31,126280,1
20000,645,37,76465,0
79564,576,36,215534,0
36223,768,44,125794,0
69699,761,37,361756,0
20000,706,31,101868,0
33856,721,30,142337,0
20000,590,30,44549,0
103442,547,38,593437,0
104333,676,55,252017,0
26936,850,18,112438,0
20000,667,26,88684,0
292846,559,25,909059,0
76400,850,19,187931,0
60235,743,35,206869,0
80928,650,27,305949,0
49563,627,57,275640,0
26127,684,34,64526,0
20000,565,36,103713,0
91515,729,44,270025,0
23197,640,61,106861,0
20000,774,45,50041,0
24112,700,36,147879,0
30945,546,57,186622,0
50997,586,45,116344,0
46209,597,33,147984,0
61452,461,55,226185,0
20000,622,46,100323,0
81985,754,42,222758,0
44305,755,22,166611,0
47534,682,32,159156,0
99090,797,63,381323,0
26324,635,52,70612,0
53478,609,29,308841,0
63974,552,21,256703,0
20000,849,52,58453,1
20000,602,41,99432,0
64032,620,43,174210,0
32715,734,49,79873,0
20000,672,60,38443,1
24996,525,64,129933,0
73510,727,30,272474,0
43186,649,28,145484,0
20000,754,40,133765,0
27331,575,49,98249,1
20000,670,33,22023,1
20000,605,29,117239,0
20118,676,32,93220,0
134403,630,18,807867,0
115362,657,56,297072,0
70051,681,44,226223,0
57434,630,29,163870,0
20000,753,25,94883,0
20000,681,44,122478,0
76357,597,57,324471,0
20000,704,51,63332,0
39316,697,54,141661,0
20000,712,44,110432,0
47654,794,24,187092,0
37166,672,37,74631,0
55445,741,34,261170,0
20000,592,33,86382,0
29278,740,63,177926,0
20000,550,30,97393,0
42409,537,41,242595,0
77388,553,24,486232,0
112850,533,36,514697,0
20000,839,31,58778,0
83549,675,60,203070,0
141989,589,30,490742,0
20000,635,44,50494,0
20585,796,42,113342,0
20000,670,28,91025,0
24080,714,43,85583,0
97135,623,45,437191,0
20000,520,33,109828,0
20000,668,46,98801,0
20000,666,52,103792,0
225435,811,40,988982,0
20000,570,36,64067,0
31622,687,36,118452,0
20000,721,18,27544,0
34353,702,36,102309,0
27573,665,37,103172,0
26870,649,33,128802,0
20000,660,38,68017,0
57998,625,51,318922,0
155669,634,29,473079,0
20000,684,49,52256,0
20000,736,52,99057,0
55497,531,38,181637,0
56000,727,25,283103,0
36937,683,24,125994,1
196987,688,31,715806,0
20000,500,20,69594,0
35318,765,64,200348,0
46645,715,18,207458,0
139770,685,56,414150,0
30526,642,54,167148,0
20000,549,24,126904,0
25031,701,45,105129,0
45764,660,49,184727,0
25011,613,18,147971,0
20000,731,31,94912,0
34082,766,40,42494,0
91437,658,31,436628,0
49772,592,40,244665,0
20000,732,40,72199,0
25082,612,29,58458,0
52556,602,45,175127,1
23900,703,75,136189,0
20000,725,51,45467,0
20000,798,43,60167,0
222528,620,70,526700,0
107940,730,27,463114,0
50594,670,26,222274,0
28858,577,42,141055,0
20000,689,30,120798,0
135979,657,31,678925,0
27120,576,26,94339,0
20000,718,31,92299,0
41299,711,55,203393,0
148219,779,25,575568,0
20000,670,38,57198,0
20000,578,18,45184,0
20000,815,37,113704,0
20311,792,50,143845,0
62095,618,27,271199,0
20000,584,52,62589,1
49676,658,35,106896,0
64705,623,45,187542,0
20000,586,54,34442,0
86170,542,40,359448,0
23005,574,33,57873,0
54767,444,52,163355,0
20000,638,53,72978,0
65969,642,47,174144,0
20000,720,63,106786,0
128265,636,46,304801,0
20000,674,54,55288,0
60397,637,39,144668,0
49885,679,34,281785,0
132071,742,36,405821,0
58478,674,36,285857,0
75312,620,40,156349,1
20000,684,19,105623,0
24741,646,22,94929,0
177596,660,20,903880,0
23392,631,45,98675,0
107347,738,56,306803,0
26702,799,30,68876,0
20000,637,34,41020,0
20000,660,24,80177,0
34791,693,45,171315,1
39044,736,47,150191,0
27773,702,23,141725,0
27803,719,54,63686,1
111167,743,48,602257,0
20000,664,60,93621,0
27413,718,37,158972,0
41189,694,56,189812,0
116226,641,22,340312,0
42265,761,53,159772,0
20000,665,18,49940,0
53042,614,38,223150,0
20000,722,44,112412,0
108849,727,34,268449,0
52954,672,36,130384,0
39743,633,22,186746,0
72991,553,24,261348,0
20000,625,38,43630,0
20000,685,47,61574,0
86035,604,46,384012,1
52217,850,40,230172,0
199085,658,46,1000000,0
32710,573,20,145636,0
20000,717,25,82020,0
20000,789,61,100275,0
24204,776,41,132134,0
54231,733,58,153251,0
80394,762,36,325691,0
76087,602,57,390024,0
85263,850,24,176772,0
44988,683,18,241619,0
25870,679,74,48134,0
33178,695,45,162813,0
94546,665,48,423944,1
27069,766,20,81175,0
93040,685,41,478015,0
71815,617,36,209704,0
90636,496,57,377040,0
38150,577,63,65888,0
80718,704,53,243124,0
23151,683,40,117495,0
20000,680,26,35888,0
20000,697,37,74614,0
20000,685,28,66387,0
33843,821,54,114882,0
37141,601,53,242348,0
300000,723,55,1000000,0
23187,850,39,111960,0
105930,706,62,615264,0
69714,691,57,251762,0
88467,824,38,413124,0
69911,767,24,237313,0
20000,686,33,17520,1
29578,579,25,80437,0
75991,660,21,279838,0
34025,747,38,174192,0
27728,713,37,71991,0
28385,669,33,61749,0
94958,759,35,348595,0
20000,685,55,113142,0
20000,598,33,91646,0
66893,600,37,281513,0
34915,705,54,146940,0
38004,769,18,208339,0
240636,596,48,1000000,0
57469,683,18,154039,0
32055,681,24,130341,0
46934,799,43,280465,0
36834,604,34,189562,0
57736,675,26,258895,0
39173,627,50,216578,0
20000,633,51,66964,0
24396,676,47,113985,0
89168,817,23,390077,0
51587,731,27,120843,0
115242,543,31,592997,0
20000,659,24,118684,0
68089,659,29,315518,0
20000,799,37,94346,0
116622,647,36,582876,0
20000,639,40,75988,0
32871,615,29,205207,0
56724,767,43,252420,0
109986,641,54,319030,0
72538,774,50,146995,0
20000,763,34,68736,0
20000,635,43,118478,0
22309,601,36,95144,0
56237,606,25,243290,0
37642,710,45,204191,0
214244,755,43,1000000,0
34301,741,45,134640,0
20000,671,39,139333,0
20000,546,32,106415,0
36988,618,30,174291,1
80166,701,19,326705,0
20000,571,57,73334,0
32288,657,37,76401,1
27808,733,51,48898,0
48513,670,48,154160,0
20000,674,36,96457,0
35942,771,50,125031,0
52004,567,54,203913,1
94296,697,29,518426,0
20000,724,36,49538,0
38082,590,29,122791,0
142667,753,43,277555,1
80673,653,39,318520,0
41347,713,46,201640,0
60083,711,44,323867,0
29469,758,33,92999,0
87174,653,50,282553,0
71227,778,41,253932,0
38422,578,31,165192,0
44432,760,54,236543,0
40866,638,29,107998,0
27826,726,50,99341,0
26264,662,30,165091,0
70066,721,47,276288,0
24053,756,18,129593,0
30752,709,47,135169,0
35019,640,55,160106,0
22307,719,49,122168,0
28168,709,58,164723,0
20000,665,37,60161,0
87547,499,44,344268,0
20000,703,50,96275,0
114990,619,32,287827,0
141456,706,38,781577,0
157996,800,35,522786,0
20000,818,37,77749,0
52579,671,47,190565,0
20000,775,29,79207,0
21669,721,57,106532,0
37550,758,33,136882,0
32449,598,37,90969,0
44754,715,53,257410,0
144623,646,74,288504,0
63651,743,55,198780,0
